Date,BTC-USD,IBIT,FBTC,ARKB,BITB,ETHA,MSTR,ETH-USD,SOL-USD,SPY,TLT
2024-09-04,57971.5390625,33.040000915527344,50.7599983215332,19.333332061767578,31.639999389648438,18.600000381469727,124.8499984741211,2448.97705078125,133.60391235351562,538.2088623046875,91.03950500488281
2024-09-05,56160.48828125,31.850000381469727,48.9900016784668,18.663333892822266,30.520000457763672,17.920000076293945,119.56999969482422,2367.737548828125,129.32894897460938,536.8997802734375,91.5544204711914
2024-09-06,53948.75390625,30.40999984741211,46.7400016784668,17.816667556762695,29.139999389648438,16.829999923706055,114.30000305175781,2223.87646484375,124.99007415771484,527.863525390625,91.54519653320312
2024-09-09,57019.53515625,32.5099983215332,49.970001220703125,19.036666870117188,31.149999618530273,17.84000015258789,124.81999969482422,2358.482177734375,135.02561950683594,533.773681640625,91.94062042236328
2024-09-10,57648.7109375,33.0,50.70000076293945,19.316667556762695,31.56999969482422,18.059999465942383,129.63999938964844,2389.5810546875,135.63522338867188,536.0986938476562,92.58425903320312
2024-09-11,57343.171875,32.79999923706055,50.369998931884766,19.19333267211914,31.40999984741211,17.75,129.27999877929688,2339.841552734375,132.4973907470703,541.5985717773438,92.51069641113281
2024-09-12,58127.01171875,33.25,51.099998474121094,19.46666717529297,31.809999465942383,17.90999984741211,130.77000427246094,2361.78173828125,136.14190673828125,546.1605224609375,92.07853698730469
2024-09-13,60571.30078125,34.040000915527344,52.310001373291016,19.90999984741211,32.56999969482422,18.389999389648438,141.47000122070312,2441.607177734375,139.1005401611328,549.0130004882812,92.32679748535156
2024-09-16,58192.5078125,32.97999954223633,50.66999816894531,19.299999237060547,31.56999969482422,17.229999542236328,134.52999877929688,2295.28369140625,131.47259521484375,549.8238525390625,93.17273712158203
2024-09-17,60308.5390625,34.099998474121094,52.41999816894531,19.96666717529297,32.65999984741211,17.84000015258789,131.27000427246094,2341.707763671875,131.53707885742188,550.0485229492188,92.72221374511719
2024-09-18,61649.6796875,34.150001525878906,52.47999954223633,20.003332138061523,32.72999954223633,17.540000915527344,132.6699981689453,2369.72900390625,133.99185180664062,548.4171142578125,91.57279205322266
2024-09-19,62940.45703125,36.0099983215332,55.33000183105469,21.06999969482422,34.470001220703125,18.670000076293945,144.66000366210938,2464.752197265625,142.83627319335938,557.7755737304688,91.2693862915039
2024-09-20,63192.9765625,35.79999923706055,54.94499969482422,20.92333221435547,34.22999954223633,19.290000915527344,144.77999877929688,2561.072021484375,146.56680297851562,556.8113403320312,90.91997528076172
2024-09-23,63329.80078125,36.040000915527344,55.380001068115234,21.083332061767578,34.5099983215332,20.280000686645508,149.97000122070312,2648.54638671875,144.8149871826172,558.2028198242188,90.72687530517578
2024-09-24,64301.96875,36.63999938964844,56.2599983215332,21.42333221435547,35.02000045776367,20.100000381469727,153.8800048828125,2654.35498046875,152.89215087890625,559.7999877929688,90.70849609375
2024-09-25,63143.14453125,35.970001220703125,55.25,21.046667098999023,34.43000030517578,19.489999771118164,151.94000244140625,2579.388671875,148.02342224121094,558.5653076171875,89.95448303222656
2024-09-26,65181.01953125,36.84000015258789,56.61000061035156,21.56333351135254,35.27000045776367,20.110000610351562,165.97999572753906,2632.199951171875,155.5760955810547,560.77978515625,90.16598510742188
